records;tweet;hashtag;mentions;reply;like;retweet;date;time
774;Cover every facet of the game. The Nike LeBron X+ Blue Diamond. http://instagr.am/p/QXSn7QgUTU/ ;;;6.0;50;90; 4 Oct 2012;7:35 AM
775;The Nike Flyknit Trainer+ is available tomorrow at http://nike.com ;;;15.0;16;38; 3 Oct 2012;6:41 PM
776;Light for flight. Back again. The Nike Flyknit Trainer+ http://instagram.com/p/QV33V4AUT6/ ;;;6.0;57;88; 3 Oct 2012;6:37 PM
777;Stay warmer, drier, faster. No matter the conditions. Nike Hyperwarm is here. http://gonike.me/6019TfZd ;;;4.0;20;41; 3 Oct 2012;4:40 PM
778;"Focus on your game, not the weather. Attack the elements with Nike
Hyperwarm.pic.twitter.com/fbgflgwU";;;6.0;60;77; 3 Oct 2012;4:08 PM
779;Kicks for the day! Hyperdunk 2012 http://instagr.am/p/QSgJuUiTDe/ ;;;214.0;629;782; 2 Oct 2012;10:57 AM
780;Trophies don't make champions. A lifetime of work does. #bleedblue @nike_crickethttp://gonike.me/6010TNjq ;['bleedblue'];['Nike_CrickeT'];6.0;33;119; 2 Oct 2012;6:21 AM
781;After months of training, it's down to the final week. This Sunday in Chicago, it's 26.2 or bust. http://instagr.am/p/QQW7b3gURQ/ ;;;3.0;40;82; 1 Oct 2012;2:59 PM
782;The Nike LunarGlide+ 4 Chicago edition. Built to go the distance. http://instagr.am/p/QQH5SOgUUP/ ;;;7.0;58;74; 1 Oct 2012;1:00 PM
783;The journey begins!!;;;44.0;98;418; 1 Oct 2012;8:59 AM
784;"The first to hit the hardwood. On sport's biggest stage. The
Nike LeBron X+ Gold Medal. http://instagr.am/p/QI2YAxAUWZ/ ";;;12.0;58;109; 28 Sep 2012;5:11 PM
785;Bo Knows Invention. He brought you the cross trainer that changed the game. Now it's your turn w/ @NIKEiD. @NikeChicago http://instagr.am/p/QIeiUSAUTk/ ;;['NIKEiD', 'NikeChicago'];3.0;37;70; 28 Sep 2012;1:35 PM
786;The complete Jordan collection has a new home @NikeChicago. http://instagr.am/p/QIb7rwgURR/ ;;['NikeChicago'];15.0;128;235; 28 Sep 2012;1:11 PM
787;Chicago's neighborhoods run as one for 26.2. #ownchicago http://instagr.am/p/QIZis6AUfO/ ;['ownchicago'];;2.0;16;32; 28 Sep 2012;12:50 PM
788;Bo Knows @NikeFuel. He earned 16834 in one day. Can you top that? @NikeChicago http://instagr.am/p/QIXSkngUdg/ ;;['NikeFuel', 'NikeChicago'];10.0;30;50; 28 Sep 2012;12:29 PM
789;Nike Chicago is now faster. http://instagr.am/p/QIT1jYgUbO/  @NikeChicago;;['NikeChicago'];2.0;27;55; 28 Sep 2012;12:02 PM
790;Bo Knows @NikeChicago. He opened the store 20 years ago. To get back in, you need to go through him. http://instagr.am/p/QIRgR4gUZi/ ;;['NikeChicago'];5.0;16;47; 28 Sep 2012;11:42 AM
791;Who knows @NikeChicago? http://instagr.am/p/QF6szXgUdX/ ;;['NikeChicago'];16.0;51;82; 27 Sep 2012;1:40 PM
792;When you don't feel like working out, remember the competition always does.;;;31.0;1100;3200; 26 Sep 2012;4:31 PM
793;There's always tomorrow but make it today.;;;14.0;243;1200; 26 Sep 2012;9:13 AM
794;We are designed to move. Standing still is only moving us backwards. It's time for action. http://designedtomove.org/ ;;;9.0;89;397; 24 Sep 2012;9:22 AM
795;Today’s youth are the first to have a shorter life expectancy than their parents. What would you do with 5 more years? http://youtu.be/JGskDRV4t0g ;;;18.0;69;379; 24 Sep 2012;9:19 AM
796;Unbreakable. Lightweight Explosiveness. The Nike LeBron X+. http://instagr.am/p/P4HmpcAUV_/ ;;;13.0;70;174; 22 Sep 2012;5:04 AM
797;Make it look easy. Know that it's not.;;;14.0;348;1500; 20 Sep 2012;7:00 AM
798;The Nike+ FuelBand opens up a world of competition. Get up, get out, and earn NikeFuel. Climb the leaderboard. http://gonike.me/6012TvBe ;;;2.0;11;26; 19 Sep 2012;5:00 PM
799;The currency of accomplishment. Proof of your hustle. Motivation to do more tomorrow. Are you earning @NikeFuel? http://gonike.me/6010TQhq ;;['NikeFuel'];4.0;19;25; 19 Sep 2012;4:00 PM
800;The Nike+ FuelBand delivers motivation to stay active. Set a goal. Measure your activity. Compete & repeat daily. http://nike.com/fuelband ;;;9.0;8;40; 19 Sep 2012;3:00 PM
801;#fuelcheck;['fuelcheck'];;11.0;32;97; 19 Sep 2012;2:00 PM
802;Sync the Pegasus+ with the Nike+ Running app & track your routes, distance, time & pace. Run down your goals. http://gonike.me/6016Tthg ;;;3.0;4;15; 18 Sep 2012;4:27 PM
803;The Nike Air Pegasus+ attacks the road with an aggressive outsole. Exceptional comfort means more miles. http://gonike.me/6013TtCV ;;;3.0;11;13; 18 Sep 2012;4:25 PM
804;The reinvented Nike Air Pegasus+. Lighter, responsive, breathable. Mile after mile the legend still flies. http://instagr.am/p/PvB-lfgUar/ ;;;5.0;30;51; 18 Sep 2012;4:24 PM
